id,importance
num_var31_0,7.922258838559596e-05
imp_op_var40_comer_ult3,7.597077564822328e-05
saldo_medio_var44_ult3,7.348266719397955e-05
ind_var13,7.211246588573201e-05
num_var32_0,7.002448611833163e-05
ind_var39,6.86083472061032e-05
num_reemb_var17_ult1,6.622626587705567e-05
ind_var26,6.442587258936999e-05
saldo_var31,6.33279624849175e-05
ind_var8,6.19358928594271e-05
delta_imp_aport_var13_1y3,6.107628584864549e-05
ind_var40,5.596881163220901e-05
num_var1,5.0526186511100466e-05
num_meses_var13_largo_ult3,5.012411585523118e-05
imp_op_var40_ult1,4.469965780023566e-05
ind_var31_0,4.404951968526836e-05
num_var44_0,4.3640060107099374e-05
ind_var1,4.122519119977415e-05
delta_imp_compra_var44_1y3,3.9954591901488805e-05
ind_var13_corto,3.873819241619709e-05
delta_num_reemb_var13_1y3,3.495037974853234e-05
num_var31,3.3951457747598724e-05
imp_aport_var13_ult1,3.3795355535198285e-05
num_op_var40_ult1,3.3785127752903934e-05
imp_compra_var44_ult1,3.351039890033939e-05
ind_var32,3.3032909177642736e-05
delta_num_compra_var44_1y3,3.261099917391333e-05
num_var44,3.21971759540618e-05
num_var13_largo,3.16768571167438e-05
num_op_var40_comer_ult1,3.0848834874791045e-05
ind_var14,3.074019389984586e-05
num_op_var40_hace2,2.9587001000127085e-05
saldo_var44,2.7953802105682785e-05
ind_var31,2.7054956295537192e-05
saldo_var17,2.4232304974752135e-05
num_var14,2.380196960221142e-05
saldo_medio_var44_ult1,2.216324426875027e-05
ind_var13_largo,2.080865709563379e-05
ind_var17_0,2.0282929001017142e-05
imp_aport_var13_hace3,1.9900467111995076e-05
ind_var44_0,1.8004670339173854e-05
imp_venta_var44_hace3,1.7307159359405807e-05
num_var34_0,1.73071593594058e-05
num_var7_emit_ult1,1.73071593594058e-05
num_var17_0,1.7246866019319696e-05
ind_var17,1.6850616482984883e-05
saldo_var14,1.5186392827624785e-05
num_var13_largo_0,1.418115725865108e-05
saldo_var13_largo,1.178238419490796e-05
num_aport_var13_ult1,1.1000637468327099e-05
delta_num_aport_var13_1y3,1.031828675632375e-05
num_meses_var44_ult3,9.430772984402079e-06
imp_reemb_var13_ult1,7.675659941573708e-06
imp_venta_var44_ult1,7.000312976977614e-06
saldo_medio_var17_hace2,6.867514711848117e-06
delta_imp_aport_var33_1y3,6.498678489203035e-06
num_venta_var44_ult1,5.880322174525415e-06
imp_aport_var17_ult1,5.6523294596476925e-06
imp_op_var40_comer_ult1,5.520039143892479e-06
num_aport_var33_hace3,5.312319030863607e-06
num_aport_var13_hace3,4.8064845322236555e-06
num_var32,4.735599740079875e-06
ind_var44,4.637617978833662e-06
num_var17,3.8671236991646855e-06
num_compra_var44_ult1,3.0009232349803684e-06
ind_var33,2.9119825501302112e-06
delta_num_venta_var44_1y3,2.8931207685176157e-06
num_reemb_var13_ult1,2.6048867046052502e-06
saldo_medio_var13_largo_hace2,2.3495378460758005e-06
num_var33_0,2.153564420081157e-06
saldo_medio_var17_ult1,2.0343201475183207e-06
num_compra_var44_hace3,1.9230177066006397e-06
delta_num_aport_var17_1y3,1.861295251060604e-06
num_meses_var17_ult3,1.827262375781106e-06
ind_var20,1.780945616401725e-06
delta_imp_reemb_var13_1y3,6.309285708600952e-07
ind_var33_0,5.582555829189256e-07
delta_num_trasp_var33_in_1y3,5.497568267106517e-07
num_var29_0,4.80754426650159e-07
saldo_medio_var33_hace2,4.118871372485215e-07
saldo_medio_var17_ult3,3.5608018023153684e-07
imp_reemb_var17_ult1,3.0352796688785517e-07
num_var6_0,2.0840774169496458e-07
imp_compra_var44_hace3,1.9771540679857394e-07
saldo_medio_var33_ult1,1.4827950811196343e-07
saldo_medio_var44_hace2,1.3111484363184275e-07
ind_var6_0,1.2932390696378133e-07
saldo_medio_var13_largo_ult3,1.197312996154006e-07
delta_imp_reemb_var17_1y3,9.67312361891242e-08
saldo_var33,8.511717717740455e-08
delta_imp_venta_var44_1y3,8.501091353570568e-08
num_meses_var33_ult3,5.431912422175445e-08
imp_aport_var33_hace3,4.1935918224126446e-08
imp_trasp_var17_out_ult1,2.447631544369842e-08
saldo_medio_var29_hace3,1.808480601821809e-08
saldo_medio_var13_largo_ult1,8.584900475878406e-09
num_venta_var44_hace3,6.8773168505754235e-09
num_meses_var13_medio_ult3,3.95954229223135e-09
num_trasp_var33_out_ult1,1.2337581520962427e-09
saldo_var13_medio,0.0
imp_aport_var17_hace3,0.0
delta_imp_trasp_var33_out_1y3,0.0
ind_var13_medio,0.0
ind_var13_medio_0,0.0
delta_imp_trasp_var33_in_1y3,0.0
saldo_var18,0.0
saldo_var20,0.0
num_aport_var33_ult1,0.0
num_aport_var17_hace3,0.0
num_trasp_var17_out_ult1,0.0
saldo_medio_var17_hace3,0.0
ind_var18_0,0.0
ind_var18,0.0
saldo_var6,0.0
ind_var20_0,0.0
num_trasp_var33_in_hace3,0.0
num_var2_ult1,0.0
num_var2_0_ult1,0.0
num_reemb_var13_hace3,0.0
ind_var7_emit_ult1,0.0
num_var46,0.0
num_var46_0,0.0
delta_imp_trasp_var17_out_1y3,0.0
saldo_var28,0.0
num_trasp_var17_out_hace3,0.0
num_reemb_var33_ult1,0.0
delta_imp_aport_var17_1y3,0.0
delta_imp_amort_var34_1y3,0.0
saldo_medio_var44_hace3,0.0
delta_imp_amort_var18_1y3,0.0
saldo_medio_var33_ult3,0.0
saldo_var46,0.0
num_reemb_var33_hace3,0.0
num_meses_var29_ult3,0.0
saldo_var41,0.0
delta_imp_reemb_var33_1y3,0.0
saldo_medio_var33_hace3,0.0
saldo_medio_var29_ult3,0.0
num_trasp_var17_in_ult1,0.0
saldo_medio_var29_ult1,0.0
saldo_medio_var29_hace2,0.0
saldo_var34,0.0
delta_imp_trasp_var17_in_1y3,0.0
ind_var2_0,0.0
ind_var2,0.0
num_trasp_var17_in_hace3,0.0
saldo_var29,0.0
saldo_var27,0.0
ind_var6,0.0
imp_trasp_var33_out_ult1,0.0
num_trasp_var33_in_ult1,0.0
ind_var28,0.0
ind_var27_0,0.0
ind_var28_0,0.0
delta_num_trasp_var17_out_1y3,0.0
num_var29,0.0
num_var27,0.0
num_var6,0.0
num_reemb_var17_hace3,0.0
imp_reemb_var33_ult1,0.0
imp_reemb_var33_hace3,0.0
num_var28,0.0
imp_reemb_var17_hace3,0.0
num_var28_0,0.0
num_var27_0,0.0
delta_num_trasp_var33_out_1y3,0.0
num_var13_medio_0,0.0
num_var13_medio,0.0
imp_reemb_var13_hace3,0.0
imp_amort_var18_hace3,0.0
imp_amort_var18_ult1,0.0
imp_amort_var34_hace3,0.0
imp_amort_var34_ult1,0.0
num_var18_0,0.0
num_var18,0.0
saldo_medio_var13_largo_hace3,0.0
num_var20,0.0
imp_var7_emit_ult1,0.0
imp_aport_var33_ult1,0.0
saldo_medio_var13_medio_hace2,0.0
delta_num_trasp_var17_in_1y3,0.0
imp_trasp_var17_in_hace3,0.0
ind_var34_0,0.0
num_op_var40_hace3,0.0
ind_var27,0.0
ind_var29_0,0.0
ind_var29,0.0
imp_trasp_var33_out_hace3,0.0
delta_num_aport_var33_1y3,0.0
num_var41,0.0
num_trasp_var33_out_hace3,0.0
imp_trasp_var33_in_ult1,0.0
imp_trasp_var33_in_hace3,0.0
saldo_var2_ult1,0.0
ind_var34,0.0
ind_var46,0.0
saldo_medio_var13_medio_ult3,0.0
imp_trasp_var17_out_hace3,0.0
saldo_medio_var13_medio_ult1,0.0
imp_trasp_var17_in_ult1,0.0
delta_num_reemb_var17_1y3,0.0
saldo_medio_var13_medio_hace3,0.0
ind_var41,0.0
num_var34,0.0
num_var33,0.0
delta_num_reemb_var33_1y3,0.0
ind_var46_0,0.0
saldo_var32,0.0
